"bg_prop_A" "bg_prop_B" "E_radius_x" "E_radius_y" "E_radius_z" "N_width" "cluster_prop_A" "ring_width_factor" "cluster_x_coord" "variable_parameter"
"127" 0.00892422217875719 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"128" 0.0497158274287358 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"129" 0.0792200996307656 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"130" 0.0219550336711109 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"131" 0.0495422131381929 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"132" 0.0228967445902526 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"133" 0.0989366509020329 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"134" 0.00591031445655972 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"135" 0.0715421498287469 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"136" 0.0835202261339873 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"137" 0.0664666555356234 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"138" 0.0767540018539876 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"139" 0.0152434459421784 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"140" 0.0869934353744611 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"141" 0.094623365951702 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"142" 0.0382998155895621 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"143" 0.0689201503060758 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"144" 0.00993906678631902 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"145" 0.0612206416903064 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"146" 0.0241683874977753 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"147" 0.0342932267813012 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"148" 0.0904538572300226 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"149" 0.0563036642735824 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"150" 0.0567739387275651 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"151" 0.00177175553981215 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"152" 0.0561758378287777 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"153" 0.0156884072348475 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"154" 0.0680858196225017 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"155" 0.097127614216879 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"156" 0.0425854665460065 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"157" 0.0121903294697404 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"158" 0.017112255608663 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"159" 0.0731026224792004 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"160" 0.0379976354772225 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"161" 0.0533355877734721 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"162" 0.0838025321252644 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"163" 0.0731084582861513 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"164" 0.0436944937799126 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"165" 0.0713619135785848 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"166" 0.030165709904395 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"167" 0.0228412830270827 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"168" 0.0289848941843957 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"169" 0.0982738068327308 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"170" 0.0561551791848615 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"171" 0.0270227594766766 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"172" 0.0939954520668835 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"173" 0.0403118024114519 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"174" 0.0118316108360887 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"175" 0.0932954346062616 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"176" 0.0164486876688898 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"177" 0.046737987594679 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"178" 0.0749884439632297 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"179" 0.0182948846835643 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"180" 0.00983063790481538 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"181" 0.0725892644841224 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"182" 0.0406888239551336 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"183" 0.0966012663440779 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"184" 0.0635378386126831 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"185" 0.0281879433430731 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"186" 0.0657149120466784 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"187" 0.0565919777611271 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"188" 0.0568248859839514 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"189" 0.0588300922652707 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"190" 0.0495007416699082 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"191" 0.0162879233015701 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"192" 0.0324584969086573 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"193" 0.03782473213505 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"194" 0.0988478747196496 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"195" 0.034076511557214 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"196" 0.0553232013480738 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"197" 0.095474462560378 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"198" 0.0186939119594172 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"199" 0.0693688217550516 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"200" 0.0362336980644614 0 75 100 125 30 0.7 0.15 150 "bg_prop_A"
"201" 0 0 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"202" 0 0.0283217671560124 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"203" 0 0.0368408425943926 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"204" 0 0.0728193745715544 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"205" 0 0.0554982416797429 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"206" 0 0.0588866450823844 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"207" 0 0.00497294159140438 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"208" 0 0.047740787290968 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"209" 0 0.0212462894618511 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"210" 0 0.065147356572561 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"211" 0 0.0166879978729412 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"212" 0 0.0779476007446647 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"213" 0 0.0198618258349597 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"214" 0 0.0808734307764098 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"215" 0 0.0660089594544843 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"216" 0 0.083917080773972 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"217" 0 0.0311517450492829 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"218" 0 0.0267534790560603 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"219" 0 0.0975603853119537 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"220" 0 0.0340702883666381 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"221" 0 0.0723356440430507 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"222" 0 0.0238713973434642 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"223" 0 0.0723227855982259 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"224" 0 0.0433981597423553 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"225" 0 0.0790693531511352 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"226" 0 0.0470877309329808 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"227" 0 0.0886049011023715 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"228" 0 0.0975225922651589 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"229" 0 0.00757609843276441 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"230" 0 0.0793505262816325 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"231" 0 0.0797478973632678 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"232" 0 0.0879586404655129 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"233" 0 0.0131525454344228 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"234" 0 0.0591133402427658 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"235" 0 0.0677070459118113 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"236" 0 0.0666612511966378 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"237" 0 0.0656433862401173 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"238" 0 0.0696738840313628 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"239" 0 0.0926563466200605 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"240" 0 0.091426290338859 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"241" 0 0.0598317416384816 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"242" 0 0.0227277304045856 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"243" 0 0.0200888100545853 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"244" 0 0.00433542521204799 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"245" 0 0.0239896209910512 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"246" 0 0.00649026657920331 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"247" 0 0.0186076040612534 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"248" 0 0.0892278532031924 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"249" 0 0.031480408180505 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"250" 0 0.0739326779032126 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"251" 0 0.0877529531251639 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"252" 0 0.0568834298988804 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"253" 0 0.0512773460708559 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"254" 0 0.00578569946810603 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"255" 0 0.0989355445140973 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"256" 0 0.0140995529713109 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"257" 0 0.037114914227277 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"258" 0 0.0602150403428823 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"259" 0 0.0779250371037051 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"260" 0 0.0847415417898446 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"261" 0 0.0024427282391116 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"262" 0 0.0840669566532597 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"263" 0 0.0672018673503771 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"264" 0 0.00155262381304055 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"265" 0 0.0821894065709785 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"266" 0 0.0889724175678566 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"267" 0 0.00917848614044488 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"268" 0 0.0138468387536705 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"269" 0 0.0186452121706679 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"270" 0 0.0223816453712061 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"271" 0 0.062765384837985 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"272" 0 0.0874466041335836 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"273" 0 0.0257983699440956 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"274" 0 0.00870438008569181 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"275" 0 0.00930410951841623 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"276" 0 0.0213499206351116 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"277" 0 0.0733744463417679 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"278" 0 0.00222760869655758 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"279" 0 0.00494162987452 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"280" 0 0.0596772650023922 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"281" 0 0.0177812388399616 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"282" 0 0.00942968514282256 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"283" 0 0.0264236579881981 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"284" 0 0.0418510564835742 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"285" 0 0.0539188372436911 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"286" 0 0.0416716938139871 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"287" 0 0.0897525308653712 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"288" 0 0.0657471610000357 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"289" 0 0.0546737412223592 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"290" 0 0.0666636956622824 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"291" 0 0.0384207881288603 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"292" 0 0.0224697227822617 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"293" 0 0.0758443689206615 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"294" 0 0.0913890650728718 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"295" 0 0.0590978304389864 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"296" 0 0.0920946986880153 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"297" 0 0.096633175923489 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"298" 0 0.0143915980122983 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"299" 0 0.00495463365223259 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"300" 0 0.0558982833521441 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"301" 0 0.0668133957544342 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"302" 0 0.0510348229203373 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"303" 0 0.0716775162378326 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"304" 0 0.0998494170140475 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"305" 0 0.0213464446365833 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"306" 0 0.0579827677924186 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"307" 0 0.0104858335806057 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"308" 0 0.0504660479025915 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"309" 0 0.0269955141935498 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"310" 0 0.0482981964014471 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"311" 0 0.00274677232373506 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"312" 0 0.0939895443851128 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"313" 0 0.052689924184233 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"314" 0 0.0343548469478264 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"315" 0 0.0267631663475186 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"316" 0 0.024494512588717 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"317" 0 0.0715067597804591 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"318" 0 0.0585793820908293 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"319" 0 0.0871365950908512 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"320" 0 0.0473912231158465 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"321" 0 0.0162399973254651 75 100 125 30 0.7 0.15 150 "bg_prop_B"
"322" 0 0.082457434409298 75 100 125 30 0.7 0.15 150 "bg_prop_B"
